nombre,seguidores,amigos,tweets,localizacion,verificado,idioma,protected
AlcAjuntament,505,747,1326,,False,es,False
KeloMartinezBal,483,4678,5478,X\u00e0tiva,False,es,False
castellosogorb,226,137,125,,False,es,False
tumasyoBrand,24,153,1,El Puig,False,es,False
fundaciobromera,834,526,1759,Alzira (Val\u00e8ncia),False,es,False
LaBallester,5479,5461,26707,Valencia,False,es,False
acilatens,215,840,95,Torino,False,es,False
md0l0r3s85,67,661,640,España,False,es,False
MVNCEE,101,122,900,55,False,es,False
pertutatis,636,1225,118,Madrid / Pa\u00eds Valenci\u00e0,False,ca,False
TripleDeRafa_,286,863,113,Valencia,False,es,False
antisorp,33,92,267,,False,es,False
AnnaJinwen,15,172,73,Comunidad Valenciana,False,es,False
diegogmoreno,1986,4913,19379,R\u00edo Cuarto,False,es,False
adesaltelecom,543,1318,720,Valencia,False,es,False
SFauli,522,958,2262,Valencia,False,es,False
xarxamunisost,570,1238,345,Valencia,False,es,False
lorenayjosu,161,402,3795,Valencia,False,es,False
BaixSegura,370,1162,4884,Oriola,False,es,False
SergioV223,171,722,204,Alcoy,False,es,False
saretacosta,72,304,259,,False,es,False
Albismont,6,110,0,Valencia,False,es,False
Ruben_Tndx,54,163,1193,,False,es,False
alfredoalamo,1204,960,5247,Valencia,False,es,False
calvag69,0,78,0,,False,es,False
germangaudisa,447,1098,1818,Valencia,False,es,False
machinaetschola,19,71,80,Sagunto,False,es,False
MoRichart,207,287,682,En un pa\u00eds concret,False,es,False
Rogarmo82,20,329,2,,False,es,False
Udo215,38,190,4,,False,es,False
TarascaTurisme,101,428,259,Valencia,False,es,False
FrankXaver_,339,499,16294,Mordor,False,es,False
migulinpla,215,518,9220,la capital del Turia ,False,es,False
ibanyes,562,3630,3426,Barcelona,False,ca,False
Manumonreal,31,248,28,,False,en,False
elapenya,27,79,41,,False,es,False
oncelito,7,58,134,,False,es,False
Javimart7,223,228,3739,Valencia \ud83c\udf0d,False,es,False
tetesanchal,27,113,17,,False,es,False
BlackstormSP,210,675,817,Valencia,False,es,False
RosMari2667,36,277,236,España,False,en,False
orgullosamazona,21,151,183,Lillle,False,es,False
gabappla,194,620,13941,,False,es,False
serveba,118,113,172,España,False,es,False
HyrenneOrtin,458,566,27284,Mislata,False,es,False
merKardona86,161,882,3915,Benifai\u00f3,False,es,False
yidish_chutzpah,18,131,294,,False,es,False
Jorodrigog,41,129,7,,False,es,False
ruzafagente,734,751,6904,Valencia,False,es,False
pabsjg,3,128,0,,False,es,False
oneballs,23,157,143,Valencia,False,es,False
Alitabcor,35,119,278,,False,en,False
pasajeroche,149,803,5154,,False,es,False
Baixa_74,21,87,366,,False,es,False
SaoroGiner,249,677,3693,Alicante (Spain),False,es,False
mespaula,197,640,2963,Valencia,False,es,False
MarioVisquert,68,386,90,Valencia,False,es,False
tonillo1,93,1115,2303,,False,en,False
Josep_VLC,29,117,109,Valencia,False,es,False
RelojRodriguez,519,688,3157,Valencia,False,es,False
Yosanzqui,260,484,710,,False,es,False
Guille4Sanz,291,472,10472,,False,es,False
pelirrojoo,594,2965,835,,False,it,False
yopucas,158,232,1676,Valencia,False,es,False
BarresCarlos,23,93,152,Val\u00e8ncia,False,es,False
manolo6610FFW,3,13,0,,False,es,False
EducadorMenores,3121,855,582,,False,es,False
Asunpaji,14,284,3,,False,es,False
Menina_Lofish,284,192,61339,En mi palacio.,False,es,False
PaellasGalbis,310,1543,94,L'Alc\u00fadia,False,es,False
luis_vano,971,2493,1194,Valencia,False,es,False
IVBconlaestiba,172,220,2249,España,False,es,False
TonetCastalla,283,770,4627,Petrer,False,ca,False
MAGascon,937,963,21945,,False,es,False
vlcapsostenible,1044,867,1348,Valencia,False,es,False
LMPvalenciacf,231,719,3233,,False,es,False
trollXfire,33,117,1680,,False,es,False
AlexTauroni,11,21,116,,False,es,False
BIOVAL_es,3380,1059,4672,España,False,es,False
CHON_MONTANER,40,191,65,,False,es,False
AGRandresgarcia,435,646,1486,Valencia,False,es,False
isseymassa,33,52,514,Valencia,False,es,False
gsamanecer,198,286,696,La Coma,False,es,False
cokegh,64,319,482,,False,es,False
visual_valencia,21,120,56,Valencia,False,es,False
pabloblasco98,512,746,19233,Nueva York,False,es,False
AliciaAvilesMa2,53,467,875,,False,es,False
VLCPremium,1437,1892,1861,Valencia,False,es,False
coralallegro11,112,95,598,Valencia,False,es,False
XerraireCritic,0,23,8,,False,es,False
albertorveiga,60,335,1234,,False,es,False
Silvia08gon,5,20,1,,False,es,False
AvivaBurjassot,126,136,764,Burjassot,False,es,False
twitta_user_,386,1911,16302,Limbo,False,en,False
SlevinKelebra8_,41,386,162,,False,es,False
danielonton,12,132,3,,False,es,False
marialevelarde,322,1326,8198,Maracaibo,False,es,False
elenafallereta,76,169,155,,False,es,False
CHIRALTV,0,323,0,,False,es,False
IVSAS_Spain,120,686,130,Valencia,False,es,False
ExpoIvan,862,101,47303,Pandaria,False,es,False
PODEMOSZAIDIA,558,609,1875,,False,es,False
fredipaslo,4,123,84,Valencia,False,es,False
tamhlachtpint,458,471,36440,123\u00a0Fake Street,False,es,False
boklm,464,1367,11170,,False,en,False
Rafxx23,301,1089,1199,Y\u00e1tova ,False,es,False
belenph,405,339,8604,Valencia,False,es,False
ampaclaver,80,284,647,,False,es,False
Cracik,185,329,1824,Valencia,False,es,False
supervittiko,34,937,2066,Valencia,False,es,False
dipvalencia,17771,1318,40667,Valencia,True,ca,False
mcampaners,262,446,538,Val\u00e9ncia,False,es,False
ADesarrollo,4266,3172,21562,Alcal\u00e1 de Henares,False,es,False
juliabrines,1039,1043,3512,Valencia,False,es,False
BustaCarbonell,0,72,18,,False,es,False
danillapi,64,176,1102,,False,es,False
akae,697,384,8339,49.35180,False,es,False
VeraMaier2,0,11,0,,False,de,False
HOComValenciana,83,101,3876,Valencia,False,es,False
DebitoChan,1648,1547,35721,De la terreta,False,es,False
natxorbike,248,319,1146,Ontinyent,False,es,False
FoturValencia,6108,823,3752,Valencia,False,es,False
bulloncete,162,359,92,Almussafes,False,es,False
MarioLekumberri,128,162,908,Valencia,False,es,False
AlvaroAbad2000,3,21,7,Valencia,False,es,False
eco_valencia,527,283,3281,,False,es,False
joan_membrado,238,265,1998,Universitat de Val\u00e8ncia,False,ca,False
JosepVAlvarado,56,333,156,Xeraco,False,ca,False
herraiz_mario,24,123,7,,False,es,False
Ximo1969,19,54,41,,False,es,False
palomagp65,530,978,24453,,False,es,False
WatefNetwork,409,264,761,University of Bath,False,es,False
UVCATEDRES,260,186,1309,,False,es,False
verofrances_,356,685,1039,Valencia,False,es,False
tobal67,10,36,6,,False,es,False
socialnest_org,4223,2073,7012,España,False,es,False
pickysaurio,327,761,51622,Valencia,False,es,False
analfabeto66,101,624,1660,,False,es,False
m_blasco,66,247,15,Valencia,False,es,False
este6an,462,2020,6966,Valencia,False,es,False
LoliDolz,1045,629,6282,,False,es,False
Tejotallopis,248,487,88,Valencia,False,es,False
ivanligardo,158,319,519,,False,es,False
VesnaSolarBat,21,127,62,Beniparrell,False,es,False
albertoat87,535,647,1651,España,False,es,False
INCUAL,1461,285,1420,España,False,es,False
villmi,671,1535,976,Valencia,False,es,False
_BoteyJavi,131,860,172,,False,es,False
modesmartinez,1297,2623,2390,Valencia,False,es,False
FallaPrado,528,301,124,Tavernes de La Valldigna,False,es,False
MorellaTuristic,14,46,8,,False,es,False
vmartinezri,0,44,2,,False,es,False
YolandaNaharro,616,2283,5663,Valencia,False,es,False
itaita_ita,128,531,2029,Valenci\u00e0 exil\u00b7liat. PPCC,False,ca,False
AliceNemi,1156,653,60441,In the land of Mordor,False,es,False
Maririfi,558,2512,661,Madrid,False,es,False
joanetonline,87,169,353,Valencia,False,es,False
Ibelert,144,399,2049,,False,es,False
juanpeiro,9,121,159,,False,es,False
AyuntamientoCar,312,415,239,,False,es,False
Oscarmupra,262,673,2543,,False,es,False
davidbellveresc,140,784,1600,Senyera,False,es,False
RubensOj100,179,270,6622,Valencia,False,es,False
ravaga5,395,1920,5009,Valencia,False,es,False
obispoamigo78,833,252,726,Valencia,False,es,False
lancora_rest,134,351,713,Cabanyal-Canyamelar,False,es,False
FruteriaLaManya,25,74,15,Valencia,False,es,False
eltetealtura14,20,237,87,Altura,False,es,False
CERMICV,2524,3567,3399,Valencia,False,es,False
arxivers,845,1007,2449,Comunitat Valenciana,False,es,False
JLSuarezGarcia,1660,2673,7510,España,False,es,False
olmavis15,19,372,2403,,False,es,False
xaloe21,25,263,1779,,False,es,False
Panaria,668,627,826,España,False,es,False
CarmenM71725283,14,121,1033,Valencia,False,es,False
JLafuenteS,369,945,389,,False,es,False
peletti3,14,97,124,,False,es,False
robertocabo,82,139,486,,False,es,False
jordienguer,348,1249,214,XATIVA,False,es,False
montesinos_eva,607,535,2514,,False,es,False
Jare1992,195,424,4496,Valencia,False,es,False
Xavieret,35,212,95,,False,es,False
Premios1974,0,16,0,,False,es,False
JoseGRosa,1539,5003,4499,Valencia,False,es,False
burretillima,477,600,14517,Gandia / Rafelcofer / Val\u00e8ncia,False,es,False
nineta21,9,133,49,,False,es,False
Condicionesgen,53,450,210,,False,es,False
alfred_ros,29,191,3031,Valencia,False,es,False
grc_pablo,35,57,70,Valencia,False,es,False
ammy_94,1218,2046,20171,Firenze,False,es,False
Superactrices,1966,2904,226353,Valencia,False,es,False
GuillemdeCastro,25,112,30,Val\u00e8ncia,False,es,False
nelsonedulopez,15,152,19,Valencia,False,es,False
anamonts98,463,333,11181,Montserrat (Valencia) ,False,es,False
guatxa,13,52,0,,False,es,False
tonicasan55,39,119,1654,,False,es,False
jlnavarrocomin,744,398,14311,Valencia,False,es,False
mary1gr,61,377,1509,Valencia,False,es,False
Xirly00,218,660,3638,Alcoi,False,es,False
Anamusal,188,490,2288,,False,es,False
Pablitocm2000,91,199,169,,False,es,False
JfChicote,404,2215,1086,,False,es,False
VlcFallas,2595,513,1636,Valencia,False,es,False
jorben,393,815,4553,Valencia,False,es,False
isfalc,18,82,304,,False,es,False
DvgMarta,4,31,4,,False,es,False
MaiteSimn1,85,469,38,,False,ca,False
EGV1969,9,119,73,,False,es,False
twrome,33,432,231,,False,es,False
clatormo,81,331,4582,Segunda estrella,False,es,False
anarovser,713,1000,20199,,False,es,False
FrancanoFIT,213,519,1156,Valencia,False,es,False
napiara,643,1524,4180,Temuco,False,es,False
CASAPUEBLO8,364,5004,53,,False,es,False
david_beltranb,324,828,15347,,False,es,False
NURIANIN,127,565,337,,False,es,False
Junt4,40,191,1924,Valencia,False,es,False
penyaroja,98,748,204,,False,en,False
SVMPaliativa,650,309,1247,Val\u00e8ncia,False,es,False
Finefoodplan,31,62,47,Comunidad Valenciana,False,es,False
lsanchocastello,188,786,89,Aielo de Malferit,False,es,False
ospainbenidorm,135,498,368,Benidorm,False,es,False
Barbaraggl,169,648,1902,Valencia,False,es,False
efmlibenterlego,11,143,33,,False,es,False
jmfenoll,43,155,315,,False,es,False
pabreyso,100,308,4832,Valencia,False,es,False
davidtaroncher,536,748,515,Valencia,False,es,False
BISQUERT1982,503,2622,13173,Valencia,False,es,False
AEscenaValencia,935,2518,1727,Valencia,False,es,False
juanvi753,884,4885,4938,Valencia,False,es,False
Carmen34981161,38,361,74,,False,es,False
forendanguen,14,41,87,,False,es,False
emiliorguez3,44,49,0,Valencia,False,es,False
CheloMarques,0,49,40,,False,es,False
NasimAnalistas,1125,3650,71762,Valencia (Espa\u00f1a)-Tetouan,False,es,False
veteransvrc,456,544,1997,Valencia,False,ca,False
MariCarmenHoyo2,13,57,122,Valencia,False,es,False
Toneto14,7,78,26,Manises,False,es,False
juanjoperis,498,429,15354,Valencia,False,es,False
BonicoMonca,191,434,6747,A 7 km de Mestalla,False,es,False
TiruriTirura,138,326,6673,Valencia,False,es,False
serapa79,751,819,3068,Don Benito,False,es,False
CafagnaClaudio,0,3,2,Valencia,False,es,False
mariatortajada,50,275,249,,False,ca,False
evaristovalles1,14,89,21,,False,es,False
RbtCrlH,214,787,2139,Valencia,False,es,False
EnricLujan,1069,2930,695,Catarroja,False,es,False
salvador_9,96,1368,1111,Valencia\n,False,es,False
TorresFereteria,37,132,69,Massamagrell,False,es,False
LaLlibreria,5737,2786,9796,C. CORONA,False,es,False
joanbaldovi,42752,1221,7688,Sueca,True,es,False
ecar742,0,10,0,,False,es,False
Marsansan9,368,985,919,Valencia,False,es,False
frswink,24,243,21,,False,es,False
elopezbaeza,249,681,2984,Valencia,False,es,False
FERGABECO_SOLUC,19,48,101,Valencia,False,es,False
Iris_031,317,221,440,,False,es,False
TheBestJBC,156,786,7016,,False,es,False
reclamagastos,99,343,18,Valencia,False,es,False
jcfortea,2082,905,9863,,False,ca,False
Alejandro44025,20,60,171,Puerto de Sagunto,False,es,False
luisito1gadea,39,200,2655,Comunidad Valenciana,False,es,False
CME_CV,77,221,112,Valencia,False,es,False
Jseimbernon,532,1152,3434,Valencia,False,es,False
arturo_orti,70,624,37,Valencia,False,es,False
VlcAmaya,342,554,502,Valencia,False,es,False
BorrianaEmac,619,3033,537,Burriana,False,es,False
chelman333,37,188,18,,False,es,False
elsavilalta,251,590,629,,False,ca,False
Shanaya74586312,789,4995,1885,Dubai U.A.E,False,en,False
PaolaCannata,244,620,442,Madrid-Valencia,False,es,False
RopaCiclismo,85513,91663,88230,Cartagena,False,es,False
ViaHeraclia,1895,1106,13205,Valencia,False,es,False
dibujostony,86,512,64,Alboraya,False,es,False
9fallera,16,161,39,,False,es,False
AlmuTalon,1270,958,5974,Valencia,False,es,False
samu_barbera,173,665,1479,Val\u00e8ncia,False,es,False
agonyhades,523,2567,12349,Valencia,False,es,False
YolandaGS,734,760,32689,Valencia,False,es,False
LBCSpain,61,288,12,Barcelona,False,es,False
cuajares,12,100,6,,False,es,False
camposgarciaeva,98,221,46,,False,es,False
elecorven,155,379,1319,,False,es,False
NatucerOnda,522,752,452,,False,en,False
JosLuisrn,57,289,117,Valencia,False,es,False
CBClaret,2857,694,19238,Valencia,False,es,False
mariapascualEFL,314,700,540,Valencia,False,en,False
auagenda,8736,834,12190,,False,es,False
Garminder,100,259,1286,,False,en,False
rodriguez_manj,534,4496,4073,,False,es,False
EnricCarbonell,1213,2517,3548,Massamagrell,False,ca,False
tamalhambra,78,125,446,,False,es,False
_ElRavalet,76,337,17345,El Ravalet del Teu Poble,False,ca,False
tiempo_cafe,224,609,1459,Valencia y Castell\u00f3n,False,es,False
nuseana,88,165,831,,False,es,False
gongvlc,68,203,130,Valencia,False,es,False
Jorditrak,1075,4429,1628,,False,es,False
AtlanticoCocina,408,978,411,,False,es,False
maestrobenavent,3328,2869,7389,Valencia,False,es,False
Belinesss,183,571,2066,,False,ca,False
LaNauuv,9479,843,10848,Valencia,False,es,False
ramon_gr76,40,89,123,Valencia,False,es,False
RachelMoreno5,824,1492,2401,Valencia,False,es,False
AselmoH,38,55,10,Valencia,False,es,False
jcarlosmat,90,180,3090,Valencia,False,es,False
fsape,88,1084,2,Valencia,False,es,False
ricard_mg,96,289,1559,Valencia,False,es,False
APPAbastos,7,5,17,Valencia,False,es,False
Stefanny133,52,29,584,Valencia,False,es,False
euro_falla,57,103,113,Valencia,False,es,False
Marisa12095135,10,47,23,,False,es,False
ColqueYonny,385,834,9955,Valencia,False,es,False
PonXooXnoP,60,220,16,Pueblo de Patraix,False,es,False
Anita12_04,20,350,126,VALENCIA,False,es,False
quintavenida_es,1651,559,1590,Valencia,False,es,False
ferrando2_clara,2067,1911,5125,Valencia,False,ca,False
Magisla,144,291,429,España,False,es,False
Jaguilarmoncayo,609,1879,754,La Pobla de Vallbona,False,es,False
fergaraita,18,129,158,,False,es,False
PamblancoJavier,3,46,20,,False,es,False
yurideya,124,938,2644,Valencia- Venezuela,False,es,False
Amanda10113,14,111,0,,False,es,False
participa_LAB,2372,1222,2159,Madrid,False,es,False
camarada250,42,752,1064,Valencia,False,es,False
Silvolet,25,31,18,T\u00e1nger,False,es,False
teito331,254,3669,1700,,False,es,False
GMezqui,269,1886,738,Valencia,False,ca,False
Nicolasa_vlc,11,143,3,Valencia,False,es,False
antoninavarro,694,1248,1487,Valencia,False,ca,False
Nia91023724,5,72,1,,False,es,False
johnmaguayo,18,310,58,Valencia,False,es,False
Gurb400,42,599,3144,,False,es,False
Guillermoabar,558,500,901,Valencia,False,es,False
EstefaniaNec,1,48,1,,False,es,False
soymr_chol,93,247,1193,Valencia,False,es,False
LolesEdo,146,137,67,Valencia,False,es,False
davidasekes,156,468,5629,Valencia,False,ca,False
CarolaB_C,151,734,1383,,False,es,False
GonzalezMateoA,610,1791,1931,Valencia,False,es,False
joserunner1811,27,36,827,,False,es,False
Pepechux,39,70,64,,False,es,False
Femagi77,63,301,28,,False,es,False
cmesejo,424,721,1964,Val\u00e8ncia,False,es,False
itxasneilustra,292,770,145,Valencia,False,es,False
letrada2017,59,156,216,,False,es,False
AuroraGines,53,561,5,Riba-roja de T\u00faria,False,es,False
luisbh92,139,240,416,,False,es,False
andreruizmartin,2,99,43,Valencia,False,es,False
vicarsanc,139,356,3754,España,False,es,False
Portalcomarcal,3967,4463,45965,X\u00e0tiva,False,es,False
MidoriFairu,56,212,1265,Donde habitan los imposibles,False,es,False
JaviVS1977,2065,3117,6285,España,False,en,False
plena_selena,10,190,84,Valencia,False,es,False
llbornay,0,22,1,,False,es,False
nv_arquitectura,25,74,23,Comunidad Valenciana,False,es,False
avciutatjardi,114,218,187,Valencia,False,es,False
CarlosCambron10,3,53,2,,False,es,False
cgallego74,20,16,785,,False,es,False
LibanezLuis,348,390,2627,Valencia,False,es,False
adrian_plazas,210,371,221,Valencia,False,es,False
generaldrones,638,1009,567,Valencia,False,es,False
AntoniRoura,191,2614,2351,Barcelona,False,es,False
mariadolorsa,17170,2137,10102,Badalona,False,es,False
Abolpas17,100,366,83,Valencia,False,es,False
Manualcom,2811,1459,3258,Madrid,False,es,False
malaga,136767,5489,29217,M\u00e1laga,False,es,False,es
Majosaki,20,153,36,,False,es,False
GuillenManez,6,42,0,Valencia,False,es,False
dani7535,7,39,3,En Algun Lugar De Espa\u00f1a,False,es,False
LledoMarga,23,132,93,,False,es,False
Dorieowiki,715,1900,19169,Valencia,False,es,False
sergirui,156,197,241,Foios,False,es,False
sipmson_homer,11,383,17,,False,es,False
grillop272,1153,3830,34061,,False,es,False
elperiodicoaqui,8746,3814,69534,Valencia,False,es,False
rapicor,2,18,0,,False,es,False
ericherniandoeh,286,1304,2019,Mallorca - Madrid - El M\u00f3n,False,es,False
jdaros,652,1334,3479,Valencia,False,ca,False
jorge_jbg,74,254,1382,VALENCIA,False,es,False
RenierdRios,375,2066,2137,,False,es,False
xiketa_,336,1260,4327,A qatar,False,ca,False
PepeKener,471,1040,8315,Polonia (NOVIEK IBERIC),False,es,False
Papecam,93,454,1474,,False,es,False
AurelioREnebral,1532,4996,21142,,False,es,False
josepariso,28,203,62,Mogente,False,es,False
Miquel_Nebot,124,665,2015,Ed,False,es,False
CruzRojaVLC,660,330,1806,Valencia,False,es,False
daniPC93,36,613,0,,False,es,False
franreig76,1647,2856,1693,Ontinyent & Valencia,False,es,False
afcapilla,1912,3443,56799,España,False,es,False
agustiaguilar2,233,867,12437,España,False,es,False
gmez_toni,45,248,181,,False,es,False
AlexDiazMaldon,219,378,112,Valencia,False,es,False
jaume_monfort,942,867,4678,gata_la marina_pa\u00eds valenci\u00e0,False,ca,False
RUBEN77VCF,9,139,142,,False,es,False
SCaplliure,18,47,24,,False,es,False
Isimata,60,275,162,Valencia,False,es,False
AArqueologosPt,34,154,7,Portugal,False,pt,False
fmherrero,66,56,430,,False,es,False
ramoncari,24,136,433,Valencia,False,es,False
sanloga87,38,156,6,,False,es,False
BuenasMigasSER,486,588,801,Valencia,False,es,False
dhpfa3,4,125,2,,False,es,False
rc14vcf,135,486,812,,False,es,False
fran4z17,16,422,1,Valencia,False,es,False
ernesto_vaya,120,161,632,Valencia,False,es,False
jesVcam,15,58,19,,False,es,False
PdecubasDe,270,412,325,Valencia,False,es,False
HmoModernus,114,773,728,Valencia,False,ca,False
blancarlosluna1,10,65,6,,False,es,False
65March,7,102,501,Valencia,False,es,False
davidfercos,88,347,103,cehegin,False,es,False
ElJocDelPoble,553,350,2067,Val\u00e8ncia,False,es,False
